ANO,DS_CURSO,DS_INDUSTRIAL,CD_UF,VL_MATRICULAS,VL_CONCLUINTES,DS_SEXO
2012,Eletrônica e automação,Sim,51,183.0,2.0,Masculino
2019,Eletrônica e automação,Sim,15,1528.0,155.0,Masculino
2013,Matemática,Não,14,30.0,0.0,Masculino
2015,Matemática,Não,21,97.0,1.0,Masculino
2010,Formação de professores de letras,Não,35,6395.0,1415.0,Masculino
2017,Formação de professores de letras,Não,51,678.0,65.0,Masculino
2020,Formação de professores de letras,Não,53,1471.0,170.0,Masculino
2016,Ciência da computação,Sim,53,1302.0,155.0,Masculino
2012,Gestão comercial,Não,50,358.0,73.0,Masculino
2018,Gestão comercial,Não,21,636.0,44.0,Masculino
2020,Gestão comercial,Não,21,746.0,72.0,Masculino
2011,Gestão e desenvolvimento de sistemas de informação,Sim,51,2210.0,266.0,Masculino
2015,Engenharia química e de processos,Sim,17,142.0,2.0,Masculino
2019,Engenharia química e de processos,Sim,52,103.0,7.0,Masculino
2020,Marketing e propaganda,Não,32,1155.0,156.0,Masculino
2015,Serviços de transporte,Não,24,6.0,0.0,Masculino
2020,Bioquímica e biotecnologia,Sim,52,41.0,6.0,Masculino
2013,"Programas interdisciplinares abrangendo ciências naturais, matemática e estatística",Não,33,387.0,4.0,Masculino
2011,"Veículos a motor, construção naval, aeronáutica, ferroviária e metroviária",Sim,35,2031.0,260.0,Masculino
2015,Desenvolvimento de sistemas que integram software e hardware,Sim,13,289.0,4.0,Masculino
2019,Proteção de pessoas e de propriedades,Não,32,648.0,159.0,Masculino
2020,Proteção de pessoas e de propriedades,Não,35,7174.0,1120.0,Masculino
2014,Letras,Não,29,87.0,22.0,Masculino
2019,Serviços domésticos,Não,23,0.0,0.0,Masculino
2014,"Produção agrícola, agropecuária e zootecnia",Não,35,10402.0,1245.0,Masculino
2020,"Produção agrícola, agropecuária e zootecnia",Não,33,1145.0,71.0,Masculino
2020,"Produção agrícola, agropecuária e zootecnia",Não,50,3841.0,493.0,Masculino
2010,Música e artes cênicas,Não,33,918.0,105.0,Masculino
2018,Música e artes cênicas,Não,15,8.0,3.0,Masculino
2019,Psicologia,Não,32,994.0,108.0,Masculino
2014,Formação de professores sem áreas específicas,Não,53,1210.0,198.0,Masculino
2011,"Moda, design de interiores e desenho industrial",Sim,53,330.0,69.0,Masculino
2017,"Moda, design de interiores e desenho industrial",Sim,16,79.0,7.0,Masculino
2020,"Moda, design de interiores e desenho industrial",Sim,24,199.0,28.0,Masculino
2010,Eletricidade e energia,Sim,21,396.0,33.0,Masculino
2020,Eletricidade e energia,Sim,21,1340.0,158.0,Masculino
2014,Processamento de alimentos,Sim,51,248.0,30.0,Masculino
2015,Processamento de alimentos,Sim,31,814.0,66.0,Masculino
2016,Processamento de alimentos,Sim,21,275.0,22.0,Masculino
2019,Processamento de alimentos,Sim,52,238.0,22.0,Masculino
2016,Veterinária,Não,42,1291.0,180.0,Masculino
2013,Belas artes,Não,15,81.0,10.0,Masculino
2018,Belas artes,Não,52,47.0,6.0,Masculino
2013,Ciências sociais e políticas,Não,41,1133.0,128.0,Masculino
2014,Serviços de alimentação,Sim,35,3315.0,818.0,Masculino
2017,Serviços de alimentação,Sim,28,156.0,48.0,Masculino
2018,Serviços de alimentação,Sim,26,915.0,284.0,Masculino
2010,Produção e processos de fabricação,Sim,NA,0.0,0.0,Masculino
2019,Produção e processos de fabricação,Sim,14,3.0,0.0,Masculino
2012,Programas básicos,Não,32,172.0,0.0,Masculino
2019,Silvicultura,Não,26,151.0,12.0,Masculino
2010,Ciência da informação e museologia,Não,35,500.0,79.0,Masculino
2019,Ciência da informação e museologia,Não,16,3.0,0.0,Masculino
2019,Ciência da informação e museologia,Não,21,172.0,9.0,Masculino
2010,Arquitetura e planejamento urbano,Sim,21,337.0,44.0,Masculino
2011,Arquitetura e planejamento urbano,Sim,11,442.0,26.0,Masculino
2011,Arquitetura e planejamento urbano,Sim,32,493.0,32.0,Masculino
2017,Arquitetura e planejamento urbano,Sim,13,1128.0,71.0,Masculino
2018,Arquitetura e planejamento urbano,Sim,22,848.0,95.0,Masculino
2011,Filosofia e ética,Não,21,30.0,0.0,Masculino
2013,Infraestrutura e gestão de TIC,Sim,12,274.0,27.0,Masculino
2010,Saúde e segurança no trabalho,Sim,33,474.0,84.0,Masculino
2019,Saúde e segurança no trabalho,Sim,15,196.0,16.0,Masculino
2014,Ciências ambientais,Não,15,5.0,3.0,Masculino
2018,Comunicação e reportagem,Não,42,686.0,137.0,Masculino
2018,Comunicação e reportagem,Não,21,759.0,68.0,Masculino
2020,Comunicação e reportagem,Não,22,268.0,24.0,Masculino
2012,Direito,Não,11,3699.0,459.0,Feminino
2014,Direito,Não,21,7923.0,829.0,Feminino
2012,Gestão e administração,Não,41,42960.0,10620.0,Feminino
2020,Gestão e administração,Não,29,30020.0,5347.0,Feminino
2010,Biologia,Não,32,645.0,141.0,Feminino
2014,Biologia,Não,13,258.0,14.0,Feminino
2012,Economia,Não,42,675.0,110.0,Feminino
2012,Economia,Não,14,188.0,15.0,Feminino
2017,Economia,Não,42,661.0,111.0,Feminino
2016,"Finanças, bancos e seguros",Não,26,347.0,81.0,Feminino
2014,Programas interdisciplinares abrangendo computação e Tecnologias da Informação e Comunicação (TIC),Não,15,0.0,0.0,Feminino
2020,Programas interdisciplinares abrangendo computação e Tecnologias da Informação e Comunicação (TIC),Não,21,2.0,0.0,Feminino
2010,Produção de software,Sim,35,86.0,4.0,Feminino
2019,Produção de software,Sim,25,18.0,3.0,Feminino
2013,Secretariado e trabalhos de escritório,Não,32,17.0,3.0,Feminino
2015,Secretariado e trabalhos de escritório,Não,NA,0.0,0.0,Feminino
2011,Medicina,Não,33,9378.0,1482.0,Feminino
2013,Medicina,Não,13,1027.0,237.0,Feminino
2015,Medicina,Não,52,1942.0,131.0,Feminino
2012,Engenharia civil e construção,Sim,53,1111.0,48.0,Feminino
2015,Engenharia civil e construção,Sim,50,1766.0,147.0,Feminino
2019,Engenharia civil e construção,Sim,33,6377.0,1299.0,Feminino
2013,Programas interdisciplinares abrangendo educação,Não,51,35.0,0.0,Feminino
2013,Serviços de beleza,Não,51,1618.0,159.0,Feminino
2011,Engenharia mecânica e metalurgia,Sim,51,48.0,4.0,Feminino
2015,Engenharia mecânica e metalurgia,Sim,51,104.0,8.0,Feminino
2014,Saúde pública e saúde coletiva,Não,33,81.0,9.0,Feminino
2015,Estatística,Não,25,246.0,8.0,Feminino
2016,Estatística,Não,11,57.0,0.0,Feminino
2019,Materiais,Sim,33,204.0,21.0,Feminino
2013,"Produção audiovisual, de mídia e cultural",Não,31,990.0,229.0,Feminino
2012,Tecnologia de proteção ambiental,Sim,23,1112.0,89.0,Feminino
2016,Tecnologia de proteção ambiental,Sim,12,219.0,50.0,Feminino
2018,Tecnologia de proteção ambiental,Sim,29,1679.0,295.0,Feminino
2019,Tecnologia de proteção ambiental,Sim,17,311.0,53.0,Feminino
2010,Odontologia,Não,53,908.0,139.0,Feminino
2014,Odontologia,Não,43,3494.0,480.0,Feminino
2013,Enfermagem,Não,11,2140.0,195.0,Feminino
2016,Enfermagem,Não,52,6965.0,1105.0,Feminino
2016,Enfermagem,Não,17,3079.0,414.0,Feminino
2019,Enfermagem,Não,28,4881.0,701.0,Feminino
2010,Física,Não,26,22.0,6.0,Feminino
2014,Física,Não,27,27.0,0.0,Feminino
2010,Serviço social,Não,15,4306.0,708.0,Feminino
2017,Serviço social,Não,11,2033.0,509.0,Feminino
2020,Serviço social,Não,22,3009.0,672.0,Feminino
2010,Turismo e hotelaria,Não,32,265.0,77.0,Feminino
2013,Turismo e hotelaria,Não,51,302.0,105.0,Feminino
2011,Ciências da terra,Sim,25,119.0,26.0,Feminino
2011,Formação de professores em áreas específicas (exceto Letras),Não,25,7516.0,931.0,Feminino
2011,Formação de professores em áreas específicas (exceto Letras),Não,42,10831.0,1821.0,Feminino
2012,"Promoção, prevenção, terapia e reabilitação",Não,35,44739.0,8737.0,Feminino
2010,Eletrônica e automação,Sim,24,42.0,8.0,Feminino
2018,Eletrônica e automação,Sim,43,531.0,54.0,Feminino
2015,Matemática,Não,41,59.0,5.0,Feminino
2016,Matemática,Não,24,8.0,0.0,Feminino
2017,Formação de professores de letras,Não,22,4590.0,385.0,Feminino
2014,Ciência da computação,Sim,27,107.0,6.0,Feminino
2010,Gestão comercial,Não,41,1323.0,326.0,Feminino
2014,Gestão comercial,Não,17,22.0,3.0,Feminino
2017,Gestão comercial,Não,NA,8.0,0.0,Feminino
2012,Gestão e desenvolvimento de sistemas de informação,Sim,50,418.0,41.0,Feminino
2013,Gestão e desenvolvimento de sistemas de informação,Sim,15,519.0,84.0,Feminino
2018,Bioquímica e biotecnologia,Sim,53,170.0,21.0,Feminino
2010,Química,Sim,15,133.0,22.0,Feminino
2012,Química,Sim,42,229.0,39.0,Feminino
2014,Química,Sim,28,216.0,16.0,Feminino
2016,Química,Sim,15,86.0,9.0,Feminino
2020,Desenvolvimento de sistemas que integram software e hardware,Sim,15,23.0,3.0,Feminino
2015,Proteção de pessoas e de propriedades,Não,24,7.0,0.0,Feminino
2010,Letras,Não,52,20.0,0.0,Feminino
2013,Letras,Não,43,392.0,45.0,Feminino
2016,Serviços domésticos,Não,41,3.0,3.0,Feminino
2018,"Produção agrícola, agropecuária e zootecnia",Não,15,1953.0,284.0,Feminino
2010,Psicologia,Não,43,8695.0,879.0,Feminino
2011,Formação de professores sem áreas específicas,Não,43,29015.0,6374.0,Feminino
2020,Formação de professores sem áreas específicas,Não,14,2033.0,287.0,Feminino
2018,"Moda, design de interiores e desenho industrial",Sim,26,1618.0,409.0,Feminino
2019,"Moda, design de interiores e desenho industrial",Sim,12,20.0,5.0,Feminino
2010,Eletricidade e energia,Sim,33,783.0,41.0,Feminino
2010,Eletricidade e energia,Sim,NA,0.0,0.0,Feminino
2012,Processamento de alimentos,Sim,51,633.0,33.0,Feminino
2013,Processamento de alimentos,Sim,41,1463.0,216.0,Feminino
2017,Veterinária,Não,32,1077.0,121.0,Feminino
2010,Horticultura,Não,41,8.0,5.0,Feminino
2010,Belas artes,Não,23,81.0,22.0,Feminino
2010,Ciências sociais e políticas,Não,15,381.0,167.0,Feminino
2020,Ciências sociais e políticas,Não,29,699.0,84.0,Feminino
2016,Produção e processos de fabricação,Sim,12,0.0,0.0,Feminino
2011,Contabilidade e tributação,Não,22,1882.0,275.0,Feminino
2020,Contabilidade e tributação,Não,32,4425.0,754.0,Feminino
2020,Contabilidade e tributação,Não,25,2994.0,463.0,Feminino
2016,Esportes e lazer,Não,43,43.0,3.0,Feminino
2018,Esportes e lazer,Não,15,2.0,0.0,Feminino
2019,Silvicultura,Não,16,86.0,14.0,Feminino
2011,Arquitetura e planejamento urbano,Sim,17,168.0,13.0,Feminino
2012,Filosofia e ética,Não,53,24.0,4.0,Feminino
2020,Filosofia e ética,Não,52,52.0,6.0,Feminino
2010,Tecnologia de diagnóstico e tratamento médico,Não,23,561.0,162.0,Feminino
2011,Tecnologia de diagnóstico e tratamento médico,Não,42,457.0,34.0,Feminino
2016,Tecnologia de diagnóstico e tratamento médico,Não,28,637.0,100.0,Feminino
2020,Infraestrutura e gestão de TIC,Sim,11,60.0,5.0,Feminino
2016,Saúde e segurança no trabalho,Sim,22,310.0,13.0,Feminino
2013,Ciências ambientais,Não,28,93.0,3.0,Feminino
2015,Ciências ambientais,Não,16,121.0,14.0,Feminino
2017,Ciências ambientais,Não,53,178.0,20.0,Feminino
2010,Comunicação e reportagem,Não,53,2258.0,506.0,Feminino
2015,Comunicação e reportagem,Não,23,1288.0,131.0,Feminino
2013,Direito,Não,27,6018.0,575.0,Masculino
2019,Direito,Não,26,14576.0,1933.0,Masculino
2015,Mineração e extração,Não,23,180.0,30.0,Masculino
2016,Gestão e administração,Não,42,26326.0,5011.0,Masculino
2018,Gestão e administração,Não,53,15598.0,3081.0,Masculino
2012,Economia,Não,21,580.0,31.0,Masculino
2018,Economia,Não,13,625.0,74.0,Masculino
2010,"Finanças, bancos e seguros",Não,13,66.0,12.0,Masculino
2018,"Finanças, bancos e seguros",Não,21,123.0,19.0,Masculino
2019,Programas interdisciplinares abrangendo computação e Tecnologias da Informação e Comunicação (TIC),Não,53,112.0,0.0,Masculino
2010,Produção de software,Sim,41,505.0,58.0,Masculino
2020,Produção de software,Sim,16,73.0,10.0,Masculino
2015,Secretariado e trabalhos de escritório,Não,13,0.0,0.0,Masculino
2011,Religião e teologia,Não,53,452.0,84.0,Masculino
2013,Medicina,Não,32,1426.0,221.0,Masculino
2012,Programas interdisciplinares abrangendo educação,Não,51,25.0,8.0,Masculino
2019,Programas interdisciplinares abrangendo educação,Não,35,53.0,1.0,Masculino
2010,Engenharia mecânica e metalurgia,Sim,26,729.0,48.0,Masculino
2016,Engenharia mecânica e metalurgia,Sim,25,1167.0,90.0,Masculino
2020,Engenharia mecânica e metalurgia,Sim,42,6132.0,763.0,Masculino
2018,Saúde pública e saúde coletiva,Não,29,36.0,0.0,Masculino
2010,"Produção audiovisual, de mídia e cultural",Não,28,180.0,29.0,Masculino
2012,"Produção audiovisual, de mídia e cultural",Não,17,2.0,1.0,Masculino
2012,Tecnologia de proteção ambiental,Sim,27,531.0,41.0,Masculino
2013,Tecnologia de proteção ambiental,Sim,26,1051.0,143.0,Masculino
2013,História e arqueologia,Não,42,1.0,1.0,Masculino
2013,Odontologia,Não,11,314.0,35.0,Masculino
2015,Física,Não,32,120.0,11.0,Masculino
2018,Assistência a idosos e a deficientes,Não,12,1.0,0.0,Masculino
2019,Assistência a idosos e a deficientes,Não,26,3.0,1.0,Masculino
2017,Serviço social,Não,35,2306.0,363.0,Masculino
2018,Serviço social,Não,41,562.0,69.0,Masculino
2019,Turismo e hotelaria,Não,21,482.0,10.0,Masculino
2015,Ciências da terra,Sim,33,625.0,64.0,Masculino
2013,"Promoção, prevenção, terapia e reabilitação",Não,25,2356.0,188.0,Masculino
2018,"Promoção, prevenção, terapia e reabilitação",Não,32,3980.0,515.0,Masculino
2010,"Têxteis (vestuário, calçados e couro)",Sim,43,1.0,1.0,Masculino
2011,"Têxteis (vestuário, calçados e couro)",Sim,24,111.0,7.0,Masculino
2011,Matemática,Não,41,141.0,13.0,Masculino
2019,Matemática,Não,51,2.0,0.0,Masculino
2020,Matemática,Não,24,39.0,6.0,Masculino
2015,Gestão comercial,Não,29,1021.0,214.0,Masculino
2012,Serviços de transporte,Não,22,38.0,0.0,Masculino
2014,Serviços de transporte,Não,31,612.0,78.0,Masculino
2015,Serviços de transporte,Não,12,0.0,0.0,Masculino
2018,Serviços de transporte,Não,12,5.0,1.0,Masculino
2011,Bioquímica e biotecnologia,Sim,42,23.0,8.0,Masculino
2016,Bioquímica e biotecnologia,Sim,31,354.0,47.0,Masculino
2019,Química,Sim,35,3928.0,587.0,Masculino
2012,"Veículos a motor, construção naval, aeronáutica, ferroviária e metroviária",Sim,13,36.0,5.0,Masculino
2014,"Veículos a motor, construção naval, aeronáutica, ferroviária e metroviária",Sim,15,89.0,0.0,Masculino
2011,Letras,Não,NA,0.0,0.0,Masculino
2016,Letras,Não,26,37.0,2.0,Masculino
2013,"Produção agrícola, agropecuária e zootecnia",Não,17,1359.0,140.0,Masculino
2017,Música e artes cênicas,Não,13,174.0,11.0,Masculino
2013,Psicologia,Não,25,624.0,37.0,Masculino
2015,Psicologia,Não,35,10568.0,1113.0,Masculino
2010,"Moda, design de interiores e desenho industrial",Sim,52,210.0,28.0,Masculino
2016,"Moda, design de interiores e desenho industrial",Sim,31,1075.0,156.0,Masculino
2018,"Moda, design de interiores e desenho industrial",Sim,14,8.0,0.0,Masculino
2012,Processamento de alimentos,Sim,27,66.0,13.0,Masculino
2020,Processamento de alimentos,Sim,12,0.0,0.0,Masculino
2012,Veterinária,Não,42,1218.0,120.0,Masculino
2014,Veterinária,Não,13,262.0,18.0,Masculino
2013,Ciências sociais e políticas,Não,26,651.0,72.0,Masculino
2019,Ciências sociais e políticas,Não,24,267.0,33.0,Masculino
2019,"Programas interdisciplinares abrangendo ciências sociais, comunicação e informação",Não,26,63.0,0.0,Masculino
2016,Serviços de alimentação,Sim,35,3455.0,929.0,Masculino
2012,Produção e processos de fabricação,Sim,43,4992.0,295.0,Masculino
2016,Produção e processos de fabricação,Sim,13,1302.0,238.0,Masculino
2018,Produção e processos de fabricação,Sim,23,2848.0,216.0,Masculino
2019,Produção e processos de fabricação,Sim,27,572.0,88.0,Masculino
2011,Pesca,Não,43,37.0,5.0,Masculino
2019,Pesca,Não,15,322.0,40.0,Masculino
2014,Programas básicos,Não,29,619.0,0.0,Masculino
2012,Contabilidade e tributação,Não,32,2507.0,382.0,Masculino
2018,Contabilidade e tributação,Não,31,13515.0,1992.0,Masculino
2012,Silvicultura,Não,16,154.0,22.0,Masculino
2014,Silvicultura,Não,28,104.0,5.0,Masculino
2018,Silvicultura,Não,11,216.0,27.0,Masculino
2010,Ciência da informação e museologia,Não,23,72.0,8.0,Masculino
2020,Ciência da informação e museologia,Não,51,47.0,1.0,Masculino
2012,Arquitetura e planejamento urbano,Sim,32,559.0,52.0,Masculino
2019,Arquitetura e planejamento urbano,Sim,13,824.0,66.0,Masculino
2010,Filosofia e ética,Não,NA,0.0,0.0,Masculino
2017,Filosofia e ética,Não,33,735.0,91.0,Masculino
2013,Tecnologia de diagnóstico e tratamento médico,Não,50,267.0,36.0,Masculino
2016,Tecnologia de diagnóstico e tratamento médico,Não,61,0.0,0.0,Masculino
2018,Tecnologia de diagnóstico e tratamento médico,Não,42,501.0,60.0,Masculino
2020,Tecnologia de diagnóstico e tratamento médico,Não,53,1153.0,149.0,Masculino
2012,Infraestrutura e gestão de TIC,Sim,31,2884.0,519.0,Masculino
2013,Infraestrutura e gestão de TIC,Sim,27,198.0,40.0,Masculino
2015,Infraestrutura e gestão de TIC,Sim,50,326.0,84.0,Masculino
2020,Programas interdisciplinares abrangendo saúde e bem-estar,Não,32,0.0,0.0,Masculino
2016,Farmácia,Não,23,1518.0,155.0,Masculino
2020,Farmácia,Não,51,672.0,89.0,Masculino
2011,Saúde e segurança no trabalho,Sim,32,23.0,2.0,Masculino
2012,Saúde e segurança no trabalho,Sim,29,846.0,81.0,Masculino
2012,Saúde e segurança no trabalho,Sim,32,31.0,2.0,Masculino
2011,Ciências ambientais,Não,23,21.0,0.0,Masculino
2010,Comunicação e reportagem,Não,26,1029.0,192.0,Masculino
2015,Comunicação e reportagem,Não,32,235.0,29.0,Masculino
2013,Direito,Não,23,11833.0,1287.0,Masculino
2013,Mineração e extração,Não,42,111.0,0.0,Masculino
2012,Gestão e administração,Não,14,1376.0,178.0,Masculino
2019,Gestão e administração,Não,13,10163.0,1083.0,Masculino
2013,Economia,Não,52,574.0,45.0,Masculino
2013,"Finanças, bancos e seguros",Não,11,31.0,9.0,Masculino
2015,"Finanças, bancos e seguros",Não,29,299.0,47.0,Masculino
2018,"Finanças, bancos e seguros",Não,22,69.0,15.0,Masculino
2019,"Finanças, bancos e seguros",Não,35,8639.0,1838.0,Masculino
2020,"Finanças, bancos e seguros",Não,16,67.0,7.0,Masculino
2015,Medicina,Não,32,1454.0,222.0,Masculino
2019,Engenharia civil e construção,Sim,52,8279.0,1414.0,Masculino
2011,Programas interdisciplinares abrangendo educação,Não,15,27.0,0.0,Masculino
2017,Programas interdisciplinares abrangendo educação,Não,43,64.0,8.0,Masculino
2013,Serviços de beleza,Não,24,12.0,1.0,Masculino
2020,Serviços de beleza,Não,25,19.0,2.0,Masculino
2019,Materiais,Sim,43,232.0,28.0,Masculino
2012,"Produção audiovisual, de mídia e cultural",Não,23,455.0,62.0,Masculino
2014,Tecnologia de proteção ambiental,Sim,16,305.0,30.0,Masculino
2017,Tecnologia de proteção ambiental,Sim,13,987.0,105.0,Masculino
2019,Tecnologia de proteção ambiental,Sim,13,757.0,83.0,Masculino
2020,Tecnologia de proteção ambiental,Sim,14,154.0,20.0,Masculino
2018,História e arqueologia,Não,52,107.0,14.0,Masculino
2018,Enfermagem,Não,24,974.0,132.0,Masculino
2014,Física,Não,29,73.0,13.0,Masculino
2018,Física,Não,53,132.0,13.0,Masculino
2020,Física,Não,52,149.0,13.0,Masculino
2013,Turismo e hotelaria,Não,14,48.0,3.0,Masculino
2018,Turismo e hotelaria,Não,52,109.0,21.0,Masculino
2014,Ciências da terra,Sim,26,179.0,13.0,Masculino
2019,Ciências da terra,Sim,21,166.0,11.0,Masculino
2019,Ciências da terra,Sim,24,169.0,31.0,Masculino
2019,Ciências da terra,Sim,32,228.0,24.0,Masculino
2011,Formação de professores em áreas específicas (exceto Letras),Não,11,2444.0,291.0,Masculino
2016,Formação de professores em áreas específicas (exceto Letras),Não,25,8696.0,938.0,Masculino
2016,Formação de professores em áreas específicas (exceto Letras),Não,35,57048.0,9094.0,Masculino
2017,Formação de professores em áreas específicas (exceto Letras),Não,33,33844.0,3673.0,Masculino
2017,Formação de professores em áreas específicas (exceto Letras),Não,32,7879.0,1238.0,Masculino
2017,Programas interdisciplinares abrangendo artes e humanidades,Não,41,35.0,2.0,Masculino
2019,"Promoção, prevenção, terapia e reabilitação",Não,51,2885.0,361.0,Masculino
2012,Eletrônica e automação,Sim,35,35311.0,4983.0,Masculino
2013,Formação de professores de letras,Não,42,647.0,89.0,Masculino
2014,Formação de professores de letras,Não,25,1858.0,139.0,Masculino
2015,Formação de professores de letras,Não,35,5901.0,877.0,Masculino
2015,Formação de professores de letras,Não,42,755.0,152.0,Masculino
2016,Formação de professores de letras,Não,31,2659.0,441.0,Masculino
2011,Gestão comercial,Não,16,23.0,2.0,Masculino
2014,Gestão comercial,Não,28,76.0,1.0,Masculino
2019,Gestão comercial,Não,NA,16.0,3.0,Masculino
2010,Gestão e desenvolvimento de sistemas de informação,Sim,31,13658.0,1895.0,Masculino
2015,Gestão e desenvolvimento de sistemas de informação,Sim,51,3437.0,341.0,Masculino
2018,Gestão e desenvolvimento de sistemas de informação,Sim,16,337.0,46.0,Masculino
2020,Gestão e desenvolvimento de sistemas de informação,Sim,16,350.0,59.0,Masculino
2019,Medicina e terapia tradicional e complementar,Não,23,2.0,0.0,Masculino
2020,Medicina e terapia tradicional e complementar,Não,32,8.0,0.0,Masculino
2020,Medicina e terapia tradicional e complementar,Não,35,388.0,32.0,Masculino
2019,Engenharia química e de processos,Sim,42,961.0,94.0,Masculino
2015,"Programas interdisciplinares abrangendo ciências naturais, matemática e estatística",Não,24,5389.0,537.0,Masculino
2015,"Programas interdisciplinares abrangendo ciências naturais, matemática e estatística",Não,31,2229.0,144.0,Masculino
2017,Química,Sim,22,53.0,12.0,Masculino
2010,"Veículos a motor, construção naval, aeronáutica, ferroviária e metroviária",Sim,35,1618.0,272.0,Masculino
2018,Ciência da educação,Não,17,0.0,0.0,Masculino
2011,Desenvolvimento de sistemas que integram software e hardware,Sim,26,325.0,37.0,Masculino
2016,Desenvolvimento de sistemas que integram software e hardware,Sim,32,0.0,0.0,Masculino
2016,Desenvolvimento de sistemas que integram software e hardware,Sim,42,104.0,0.0,Masculino
2018,Desenvolvimento de sistemas que integram software e hardware,Sim,53,429.0,36.0,Masculino
2019,Proteção de pessoas e de propriedades,Não,53,816.0,152.0,Masculino
2010,Letras,Não,24,5.0,0.0,Masculino
2011,Letras,Não,25,19.0,0.0,Masculino
2013,Letras,Não,52,10.0,3.0,Masculino
2017,Letras,Não,23,109.0,7.0,Masculino
2020,Letras,Não,21,19.0,1.0,Masculino
2011,Música e artes cênicas,Não,53,164.0,16.0,Masculino
2014,Música e artes cênicas,Não,41,554.0,83.0,Masculino
2019,Música e artes cênicas,Não,21,0.0,0.0,Masculino
2010,Psicologia,Não,41,1417.0,177.0,Masculino
2017,"Programas interdisciplinares abrangendo negócios, administração e direito",Não,29,0.0,0.0,Masculino
2010,Formação de professores sem áreas específicas,Não,28,318.0,32.0,Masculino
2012,Formação de professores sem áreas específicas,Não,28,375.0,38.0,Masculino
2010,"Moda, design de interiores e desenho industrial",Sim,24,52.0,0.0,Masculino
2010,"Moda, design de interiores e desenho industrial",Sim,50,21.0,0.0,Masculino
2018,"Moda, design de interiores e desenho industrial",Sim,13,230.0,35.0,Masculino
2011,Eletricidade e energia,Sim,25,967.0,53.0,Masculino
2010,Veterinária,Não,51,452.0,46.0,Masculino
2012,Veterinária,Não,43,1808.0,246.0,Masculino
2013,Veterinária,Não,27,280.0,25.0,Masculino
2017,Belas artes,Não,41,194.0,28.0,Masculino
2020,Belas artes,Não,35,357.0,43.0,Masculino
2020,Belas artes,Não,50,37.0,3.0,Masculino
2020,Belas artes,Não,NA,0.0,0.0,Masculino
2010,Ciências sociais e políticas,Não,NA,0.0,0.0,Masculino
2011,Ciências sociais e políticas,Não,15,189.0,117.0,Masculino
2011,"Programas interdisciplinares abrangendo ciências sociais, comunicação e informação",Não,29,14.0,0.0,Masculino
2012,"Programas interdisciplinares abrangendo ciências sociais, comunicação e informação",Não,41,30.0,0.0,Masculino
2011,Serviços de alimentação,Sim,42,512.0,74.0,Masculino
2016,Serviços de alimentação,Sim,21,52.0,10.0,Masculino
2014,Pesca,Não,31,89.0,6.0,Masculino
2017,Pesca,Não,32,104.0,3.0,Masculino
2016,Silvicultura,Não,42,409.0,38.0,Masculino
2016,Silvicultura,Não,26,114.0,6.0,Masculino
2017,Silvicultura,Não,13,187.0,20.0,Masculino
2020,Silvicultura,Não,52,137.0,20.0,Masculino
2020,Silvicultura,Não,32,63.0,9.0,Masculino
2011,Ciência da informação e museologia,Não,26,171.0,12.0,Masculino
2012,Arquitetura e planejamento urbano,Sim,51,876.0,51.0,Masculino
2012,Arquitetura e planejamento urbano,Sim,41,2282.0,213.0,Masculino
2013,Arquitetura e planejamento urbano,Sim,11,681.0,32.0,Masculino
2018,Tecnologia de diagnóstico e tratamento médico,Não,22,622.0,85.0,Masculino
2014,Farmácia,Não,42,529.0,90.0,Masculino
2016,Farmácia,Não,14,53.0,4.0,Masculino
2018,Farmácia,Não,50,355.0,70.0,Masculino
2019,Farmácia,Não,21,1425.0,132.0,Masculino
2017,Saúde e segurança no trabalho,Sim,33,81.0,24.0,Masculino
2020,Saúde e segurança no trabalho,Sim,14,38.0,8.0,Masculino
2015,Ciências ambientais,Não,35,110.0,14.0,Masculino
2011,Direito,Não,53,15477.0,2094.0,Feminino
2012,Direito,Não,61,0.0,0.0,Feminino
2015,Direito,Não,22,7770.0,1019.0,Feminino
2013,Mineração e extração,Não,43,215.0,8.0,Feminino
2015,"Finanças, bancos e seguros",Não,14,13.0,1.0,Feminino
2016,"Finanças, bancos e seguros",Não,25,83.0,28.0,Feminino
2014,Produção de software,Sim,41,81.0,6.0,Feminino
2019,Produção de software,Sim,27,1.0,0.0,Feminino
2012,Religião e teologia,Não,50,74.0,13.0,Feminino
2014,Religião e teologia,Não,25,41.0,2.0,Feminino
2013,Medicina,Não,51,715.0,99.0,Feminino
2018,Medicina,Não,35,20125.0,2194.0,Feminino
2015,Engenharia civil e construção,Sim,NA,0.0,0.0,Feminino
2019,Engenharia civil e construção,Sim,17,1017.0,219.0,Feminino
2020,Programas interdisciplinares abrangendo educação,Não,28,9.0,1.0,Feminino
2014,Serviços de beleza,Não,32,311.0,37.0,Feminino
2019,Serviços de beleza,Não,12,134.0,0.0,Feminino
2019,Engenharia mecânica e metalurgia,Sim,24,127.0,30.0,Feminino
2013,Saúde pública e saúde coletiva,Não,41,95.0,12.0,Feminino
2014,Materiais,Sim,31,318.0,22.0,Feminino
2017,Tecnologia de proteção ambiental,Sim,51,904.0,187.0,Feminino
2019,Tecnologia de proteção ambiental,Sim,53,556.0,94.0,Feminino
2010,História e arqueologia,Não,32,14.0,0.0,Feminino
2011,História e arqueologia,Não,27,128.0,8.0,Feminino
