ano;id;razao;setor;dr;en02;ap02;av01;av01_other;ginastica;vacinacao;nutricao;gestao;pcmso;pcmat;ppra;encerrar;av03;av04;av05_1;av05_1_comment;av05_2;av05_2_comment;av06;av08;av09_1;av09_2;av09_3;av09_4;av09_5;av09_6;av09_7;av10;av13;av14
2023;231479;TLK SERVICOS DE INFORMATICA LTDA;Serviços;DF;Sim;De acordo;Outro;Assistente Administrativo;Não;Sim;Não;Não;Sim;Não;Não;Não;Média;Não se alterou;Sim;Treinamentos.;Não;;Não se alterou;;;Não se alterou;;;Não se alterou;;;8;;Não
2023;231475;UNION ELEVADORES LTDA;Indústria;DF;Sim;De acordo;Outro;Gerente Administrativo;Não;Não;Não;Não;Sim;Não;Sim;Não;Micro ou pequena;Não se alterou;Não;;Não;;Não se alterou;;;;;;Não se alterou;;Não se alterou;10;;Sim
2023;231448;USINA HIDRELÉTRICA;Indústria;DF;Sim;De acordo;Outro;Gerente;Não;Sim;Não;Não;Sim;Não;Sim;Não;Grande;Aumentou;Não;;Não;;Não se alterou;;;Não se alterou;;;Não se alterou;;Aumentou;10;;Sim
2023;231568;Aço Art Mecânica Industria E Comércio Ltda;Indústria;ES;Sim;De acordo;Gerente ou Diretor de Recursos Humanos;;Não;Não;Não;Sim;Sim;Não;Sim;Não;Média;Aumentou;Sim;Palestras de saúde e medidas internas.;Não;;Aumentou;Não, devido a outros fatores;;;;Não se alterou;Não se alterou;;Não se alterou;10;;Sim
2023;231578;AGROPECUÁRIA SAYONARA;Agropecuária;ES;Sim;De acordo;Supervisor Coordenador de área de Saúde e Segurança do Trabalho;;Não;Não;Não;Não;Não;Não;Sim;Não;Grande;Não se alterou;Sim;Ações internas mensais e palestras.;Não;;Reduziu;;;;;;;;Reduziu;9;;Sim
2023;231581;AGROPECUARIA VV LTDA;Agropecuária;ES;Sim;De acordo;Outro;Assistente de RH;Não;Não;Não;Não;Sim;Não;Sim;Não;Micro ou Micro ou pequena;Não se alterou;Não;;Não;;Não se alterou;;;;;;Reduziu;;Aumentou;9;;Sim
2023;231579;ALCON - COMPANHIA DE ÁLCOOL CONCEIÇAO DA BARRA;Indústria;ES;Sim;De acordo;Supervisor Coordenador de área de Saúde e Segurança do Trabalho;;Não;Não;Não;Não;Não;Não;Sim;Não;Grande;Não se alterou;Sim;Ações internas mensais e palestras.;Não;;Reduziu;;;;;;;;Reduziu;9;;Sim
2023;231593;AMBIENTAL CARIACICA;Comércio;ES;Sim;De acordo;Supervisor Coordenador de área de Saúde e Segurança do Trabalho;;Não;Não;Não;Não;Sim;Não;Sim;Não;Média;Não se alterou;Sim;Campanhas elaboradas pela empresa.;Não;;Não se alterou;;;;;;Não se alterou;;Não se alterou;8;;Sim
2023;231594;AMBIENTAL SERRA;Comércio;ES;Sim;De acordo;Supervisor Coordenador de área de Saúde e Segurança do Trabalho;;Não;Não;Não;Não;Sim;Não;Sim;Não;Média;Não se alterou;Sim;Campanhas elaboradas pela empresa.;Não;;Não se alterou;;;;;;Não se alterou;;Não se alterou;8;;Sim
2023;231512;AMBIENTAL VILA VELHA CONCESSIONÁRIA DE SANEAMENTO SPE S.A;Serviços;ES;Sim;De acordo;Outro;Técnico de Segurança do Trabalho;Não;Não;Não;Não;Sim;Não;Sim;Não;Média;Não se alterou;Sim;campanhas internas com comunicações voltada para area de segurança ocupacional;Não;;Não se alterou;;;;;;Não se alterou;;Não se alterou;8;;Sim
2023;231585;ANDALUZ INDUSTRIA IMPORTACAO E EXPORTACAO LTDA;Indústria;ES;Sim;De acordo;Supervisor Coordenador de área de Saúde e Segurança do Trabalho;;Não;Não;Não;Não;Sim;Não;Sim;Não;Grande;Aumentou;Não;;Não;;Não se alterou;;;;;;Não se alterou;;Não se alterou;9;;Não
2023;231523;Angramar Granitos e Mármores Ltda;Indústria;ES;Sim;De acordo;Outro;Encarregado de DP;Não;Não;Não;Não;Sim;Não;Sim;Não;Média;Reduziu;Não;;Não;;Não se alterou;;;;;;Aumentou;;Aumentou;7;;Sim
2023;231564;APMP CONSTRUTORA LTDA;Comércio;ES;Sim;De acordo;Outro;Analista Adminstrativo;Não;Não;Não;Não;Sim;Não;Sim;Não;Grande;Não se alterou;Não;;Não;;Não se alterou;;;;;;Não se alterou;;Reduziu;9;;Não
2023;231592;APTA Montagem e Manutenção Industrial Ltda EPP;Indústria;ES;Sim;De acordo;Outro;Assistente de RH;Não;Não;Não;Não;Sim;Não;Sim;Não;Micro ou Micro ou pequena;Não se alterou;Não;;Não;;Não se alterou;;;;;;Não se alterou;;Não se alterou;8;;Sim
2023;231548;Brandão Industria;Indústria;ES;Sim;De acordo;Outro;Auxiliar de RH;Não;Não;Não;Não;Sim;Não;Sim;Não;Média;Não se alterou;Sim;Palestras de saúde e medidas internas.;Sim;Organização Interna;Não se alterou;;;;;;Aumentou;;Aumentou;8;;Sim
2023;231549;Brandão Serviços Industriais;Serviços;ES;Sim;De acordo;Outro;Auxiliar de RH;Não;Não;Não;Não;Sim;Não;Sim;Não;Média;Aumentou;Sim;Palestras de saúde e medidas internas.;Sim;Organização Interna;Não se alterou;;;;;;Aumentou;;Aumentou;8;;Sim
2023;231511;BREDA IMPRESSAO DIGITAL LTDA;Indústria;ES;Sim;De acordo;Outro;Sócio Proprietário;Não;Não;Não;Não;Sim;Não;Sim;Não;Micro ou pequena;Aumentou;Não;;Não;;Aumentou;Sim, por causa da COVID 19;;;;;Não se alterou;;Não se alterou;6;Reduzir os valores dos exames médicos e quando um profissional iniciar o programa com a empresa ir com ele até o final, pois com as recentes trocas não foram consideradas as solicitações dela, tendo que falar novamente ao novo profissional. Solicita não ser identificada para não sofrer retaliação. Mas autorizou o compartilhamento das respostas.;Sim
2023;231570;Cafeteria e Confeitaria Amendoeiras Ltda - ME;Comércio;ES;Sim;De acordo;Outro;Assistente de RH;Não;Não;Não;Não;Sim;Não;Sim;Não;Média;Aumentou;Não;;Não;;Aumentou;Não, devido a outros fatores;;;;;Não se alterou;;Não se alterou;7;;Sim
2023;231591;CALMAC DISTRIBUIDORA DE TINTAS LTDA;Indústria;ES;Sim;De acordo;Outro;Assistente de RH;Não;Não;Não;Não;Sim;Não;Sim;Não;Micro ou pequena;Reduziu;Não;;Não;;Aumentou;Não, devido a outros fatores;;;;;Não se alterou;;Não se alterou;7;;Sim
2023;231526;COMPER;Indústria;ES;Sim;De acordo;Supervisor Coordenador de área de Saúde e Segurança do Trabalho;;Não;Não;Não;Não;Sim;Não;Não;Não;Micro ou pequena;Aumentou;Não;;Não;;Não se alterou;;;;;;Não se alterou;;;7;;Sim
2023;231525;COROA;Indústria;ES;Sim;De acordo;Outro;Técnico de Segurança do Trabalho;Não;Não;Não;Não;Sim;Não;Sim;Não;Grande;Não se alterou;Não;;Não;;Não se alterou;;;;;;Não se alterou;;Não se alterou;7;;Sim
2023;231550;DISTRIFERRO COBILÂNDIA;Indústria;ES;Sim;De acordo;Outro;Auxiliar de RH;Não;Não;Sim;Não;Sim;Não;Sim;Não;Micro ou pequena;Não se alterou;Não;;Não;;Reduziu;;;;Melhorou;;Não se alterou;;Reduziu;10;;Sim
2023;231517;ELEVADORES NACIONAL;Indústria;ES;Sim;De acordo;Outro;Coodernador de RH;Não;Não;Não;Não;Sim;Não;Sim;Não;Micro ou pequena;Não se alterou;Não;;Não;;Reduziu;;;;;;Não se alterou;;Não se alterou;10;;Sim
2023;231595;Elkem Participações, Indústria e Comércio Ltda;Indústria;ES;Sim;De acordo;Outro;Analista de Segurança do Trabalho;Sim;Não;Não;Não;Sim;Não;Sim;Não;Média;Aumentou;Sim;Ações voltadas para a segurança do trabalho e ambiental.;Não;;Reduziu;;Aumentou muito;;;;Aumentou;;Aumentou muito;9;Sugere uma melhoria na comunicação da clínica do SESI com a empresa.;Sim
2023;231596;Elkem Participações, Indústria e Comércio Ltda;Indústria;ES;Sim;De acordo;Outro;Analista de Segurança do Trabalho;Sim;Não;Não;Não;Sim;Não;Sim;Não;Média;Aumentou;Sim;Ações voltadas para a segurança do trabalho e ambiental.;Não;;Reduziu;;Aumentou muito;;;;Aumentou;;Aumentou muito;9;Sugere uma melhoria na comunicação da clínica do SESI com a empresa.;Sim
2023;231538;Formaset Industrial LTDA;Indústria;ES;Sim;De acordo;Outro;Assistente de RH;Não;Não;Não;Não;Sim;Não;Sim;Não;Média;Não se alterou;Sim;Palestras de saúde e medidas internas.;Não;;Aumentou;Não, devido a outros fatores;;;;;Aumentou;;Aumentou muito;10;;Sim
2023;231539;Formaset Promocionais Comércio e Industria Ltda - EPP;Indústria;ES;Sim;De acordo;Outro;Assistente de RH;Não;Não;Não;Não;Sim;Não;Sim;Não;Micro ou pequena;Não se alterou;Não;;Não;;Aumentou;Não, devido a outros fatores;;;;;Aumentou;;Aumentou muito;10;;Sim
2023;231557;GRANCAFE - FILIAL JAGUARE;Comércio;ES;Sim;De acordo;Supervisor Coordenador de área de Saúde e Segurança do Trabalho;;Não;Não;Não;Não;Sim;Não;Sim;Não;Grande;Não se alterou;Não;;Não;;Não se alterou;;;;;;Não se alterou;;Não se alterou;10;;Sim
2023;231558;GRANCAFÉ ARMAZÉM;Comércio;ES;Sim;De acordo;Supervisor Coordenador de área de Saúde e Segurança do Trabalho;;Não;Não;Não;Não;Sim;Não;Sim;Não;Grande;Não se alterou;Não;;Não;;Não se alterou;;;;;;Não se alterou;;Não se alterou;10;;Sim
2023;231559;GRANCAFE COMERCIO IMPORTACAO E EXPORTACAO DE CAFE;Comércio;ES;Sim;De acordo;Supervisor Coordenador de área de Saúde e Segurança do Trabalho;;Não;Não;Não;Não;Sim;Não;Sim;Não;Grande;Não se alterou;Não;;Não;;Não se alterou;;;;;;Não se alterou;;Não se alterou;10;;Sim
2023;231560;GRANCAFÉ MATRIZ;Comércio;ES;Sim;De acordo;Supervisor Coordenador de área de Saúde e Segurança do Trabalho;;Não;Não;Não;Não;Sim;Não;Sim;Não;Grande;Não se alterou;Não;;Não;;Não se alterou;;;;;;Não se alterou;;Não se alterou;10;;Sim
2023;231505;HOTEL ILHA DO BOI;Serviços;ES;Sim;De acordo;Outro;Coordenador de RH;Não;Sim;Não;Não;Sim;Não;Sim;Não;Grande;Aumentou;Não;;Não;;Não se alterou;;;Não sabe;;;Não se alterou;;Não se alterou;8;;Sim
2023;231586;Igraex Granitos Ltda.;Comércio;ES;Sim;De acordo;Outro;Assistente de RH;Não;Não;Não;Não;Sim;Não;Sim;Não;Grande;Não se alterou;Não;;Não;;Não se alterou;;;;;;Não se alterou;;Não se alterou;9;;Sim
2023;231587;Igramar Indústria de Granitos e Mármores;Indústria;ES;Sim;De acordo;Outro;Assistente de RH;Não;Não;Não;Não;Sim;Não;Sim;Não;Grande;Não se alterou;Não;;Não;;Não se alterou;;;;;;Não se alterou;;Não se alterou;9;;Sim
2023;231514;INDUSTRIA DE CHOCOLATE CAPIXABA LTDA;Indústria;ES;Sim;De acordo;Outro;Controller;Não;Não;Não;Não;Sim;Não;Sim;Não;Micro ou pequena;Reduziu;Não;;Não;;Não se alterou;;;;;;Não se alterou;;Aumentou;10;;Sim
2023;231590;INDÚSTRIA E COMÉRCIO DE CONFECÇÕES INTIMITHUS;Indústria;ES;Sim;De acordo;Outro;Assistente de RH;Não;Não;Não;Não;Sim;Não;Sim;Não;Micro ou pequena;Aumentou;Não;;Não;;Não se alterou;;;;;;Aumentou;;Aumentou;9;;Sim
2023;231588;INDUSTRIA E COMERCIO DE CONFECCOES INTIMITHUS LTDA;Comércio;ES;Sim;De acordo;Outro;Assistente de RH;Não;Não;Não;Não;Sim;Não;Sim;Não;Micro ou Micro ou pequena;Aumentou;Não;;Não;;Não se alterou;;;;;;Aumentou;;Aumentou;9;;Sim
2023;231516;INDUSTRIA MECÂNICA SÃO JOSÉ;Indústria;ES;Sim;De acordo;Outro;Técnico de Segurança do Trabalho;Não;Não;Não;Não;Sim;Não;Sim;Não;Média;Não se alterou;Não;;Não;;Não se alterou;;;;;;Aumentou;;Aumentou;10;;Sim
2023;231561;LINHARES GERAÇÃO;Serviços;ES;Sim;De acordo;Supervisor Coordenador de área de Saúde e Segurança do Trabalho;;Não;Não;Não;Sim;Sim;Não;Sim;Não;Micro ou pequena;Não se alterou;Não;;Não;;Não se alterou;;;;;Aumentou;Não se alterou;;Não se alterou;8;O serviço de saúde poderia ser mais ágil, mas já melhorou bastante.;Sim
2023;231562;Linhares Geração - Vitória;Serviços;ES;Sim;De acordo;Supervisor Coordenador de área de Saúde e Segurança do Trabalho;;Não;Não;Não;Sim;Sim;Não;Sim;Não;Micro ou pequena;Não se alterou;Não;;Não;;Não se alterou;;;;;Aumentou;Não se alterou;;Não se alterou;8;O serviço de saúde poderia ser mais ágil, mas já melhorou bastante.;Sim
2023;231563;LINHARES SERVIÇOS;Serviços;ES;Sim;De acordo;Supervisor Coordenador de área de Saúde e Segurança do Trabalho;;Não;Não;Não;Sim;Sim;Não;Sim;Não;Micro ou pequena;Não se alterou;Não;;Não;;Não se alterou;;;;;Aumentou;Não se alterou;;Não se alterou;8;O serviço de saúde poderia ser mais ágil, mas já melhorou bastante.;Sim
2023;231506;Magnatech Industria e Comércio de Embalagens Ltda;Indústria;ES;Sim;De acordo;Outro;Analista de RH;Não;Não;Não;Não;Sim;Não;Sim;Não;Média;Reduziu;Não;;Não;;Reduziu;;;;;;Aumentou;;Aumentou;10;;Sim
2023;231527;MAMERI EXPORT LTDA;Indústria;ES;Sim;De acordo;Outro;Assistente de RH;Não;Não;Não;Não;Sim;Não;Sim;Não;Micro ou pequena;Não se alterou;Não;;Não;;Não se alterou;;;;;;Não se alterou;;Aumentou;8;;Não
2023;231528;Mameri Mineração;Indústria;ES;Sim;De acordo;Outro;Assistente de RH;Não;Não;Não;Não;Sim;Não;Sim;Não;Micro ou pequena;Não se alterou;Não;;Não;;Não se alterou;;;;;;Não se alterou;;Aumentou;8;;Não
2023;231529;Mameri Rochas;Indústria;ES;Sim;De acordo;Outro;Assistente de RH;Não;Não;Não;Não;Sim;Não;Sim;Não;Micro ou pequena;Não se alterou;Não;;Não;;Não se alterou;;;;;;Não se alterou;;Aumentou;8;;Não
2023;231566;MEDITERRANEO INDUSTRIA DE PANIFICADOS LTDA;Indústria;ES;Sim;De acordo;Outro;Sócio Administrador;Não;Não;Não;Não;Sim;Não;Sim;Não;Micro ou Micro ou pequena;Aumentou;Não;;Não;;Não se alterou;;;;;;Não se alterou;;Reduziu;10;;Sim
2023;231567;Mediterrâneo Pães Café;Comércio;ES;Sim;De acordo;Outro;Sócio Administrador;Não;Não;Não;Não;Sim;Não;Sim;Não;Micro ou Micro ou pequena;Reduziu;Não;;Não;;Reduziu;;;;;;Não se alterou;;Reduziu;10;;Sim
2023;231510;MI CALDEIRARIA LTDA;Indústria;ES;Sim;De acordo;Outro;Auxiliar Administrativo;Não;Não;Não;Não;Sim;Não;Sim;Não;Micro ou pequena;Aumentou;Não;;Não;;Não se alterou;;;;;;Aumentou;;Aumentou;8;;Sim
2023;231524;Mineração Sulu;Indústria;ES;Sim;De acordo;Outro;Encarregado Administrativo;Não;Não;Não;Não;Sim;Não;Sim;Não;Média;Reduziu;Não;;Não;;Não se alterou;;;;;;Aumentou;;Aumentou;7;;Sim
2023;231541;MIPEL MISSAGIA - SAO MATEUS;Indústria;ES;Sim;De acordo;Outro;Assistente de RH;Não;Não;Não;Não;Sim;Não;Sim;Não;Micro ou pequena;Aumentou;Não;;Não;;Aumentou;Não, devido a outros fatores;;;;;Não se alterou;;Não se alterou;9;;Sim
2023;231540;MIPEL MISSAGIA - UNIDADE LINHARES;Indústria;ES;Sim;De acordo;Outro;Assistente de RH;Não;Não;Não;Não;Sim;Não;Sim;Não;Micro ou pequena;Não se alterou;Não;;Não;;Não se alterou;;;;;;Aumentou;;Não se alterou;9;;Sim
2023;231571;Monte Libano - Confeitaria Jardins;Comércio;ES;Sim;De acordo;Outro;Assistente de RH;Não;Não;Não;Não;Sim;Não;Sim;Não;Média;Aumentou;Não;;Não;;Aumentou;Não, devido a outros fatores;;;;;Não se alterou;;Não se alterou;7;;Sim
2023;231577;Monte Líbano - Confeitaria Pão do Parque;Comércio;ES;Sim;De acordo;Outro;Assistente de RH;Não;Não;Não;Não;Sim;Não;Sim;Não;Média;Aumentou;Não;;Não;;Aumentou;Não, devido a outros fatores;;;;;Não se alterou;;Não se alterou;7;;Sim
2023;231576;Monte Libano - Ilha Pães;Comércio;ES;Sim;De acordo;Outro;Assistente de RH;Não;Não;Não;Não;Sim;Não;Sim;Não;Média;Aumentou;Não;;Não;;Aumentou;Não, devido a outros fatores;;;;;Não se alterou;;Não se alterou;7;;Sim
2023;231575;Monte Líbano - Monte Belo;Comércio;ES;Sim;De acordo;Outro;Assistente de RH;Não;Não;Não;Não;Sim;Não;Sim;Não;Média;Aumentou;Não;;Não;;Aumentou;Não, devido a outros fatores;;;;;Não se alterou;;Não se alterou;7;;Sim
2023;231574;Monte Libano - Padaria Amendoeiras;Comércio;ES;Sim;De acordo;Outro;Assistente de RH;Não;Não;Não;Não;Sim;Não;Sim;Não;Média;Aumentou;Não;;Não;;Aumentou;Não, devido a outros fatores;;;;;Não se alterou;;Não se alterou;7;;Sim
2023;231573;Monte Libano - Rio Branco;Comércio;ES;Sim;De acordo;Outro;Assistente de RH;Não;Não;Não;Não;Sim;Não;Sim;Não;Média;Aumentou;Não;;Não;;Aumentou;Não, devido a outros fatores;;;;;Não se alterou;;Não se alterou;7;;Sim
2023;231572;Monte Líbano ITPC;Comércio;ES;Sim;De acordo;Outro;Assistente de RH;Não;Não;Não;Não;Sim;Não;Sim;Não;Média;Aumentou;Não;;Não;;Aumentou;Não, devido a outros fatores;;;;;Não se alterou;;Não se alterou;7;;Sim
2023;231580;NDB HOLDING AGRÍCOLA;Agropecuária;ES;Sim;De acordo;Supervisor Coordenador de área de Saúde e Segurança do Trabalho;;Não;Não;Não;Não;Não;Não;Sim;Não;Grande;Não se alterou;Sim;Ações internas mensais e palestras.;Não;;Reduziu;;;;;;;;Reduziu;9;;Sim
2023;231565;Nova Guarujá Mármores e Granitos;Comércio;ES;Sim;De acordo;Outro;Analista Adminstrativo;Não;Não;Não;Não;Sim;Não;Sim;Não;Grande;Não se alterou;Não;;Não;;Não se alterou;;;;;;Não se alterou;;Reduziu;9;;Não
2023;231553;Oficina Beira Mar;Serviços;ES;Sim;De acordo;Outro;Assistente de RH;Não;Não;Não;Não;Sim;Não;Sim;Não;Micro ou pequena;Não se alterou;Não;;Não;;Não se alterou;;;;;;Não se alterou;;Não se alterou;8;Cliente questiona o atendimento do SESI na cidade, antes tinha um atendimento ótimo, hoje está reduzida a quantidade de pessoas no atendimento dos serviços realizados e os que ficam não sabem trabalhar, deixando os serviços a desejar.;Sim
2023;231554;Oficina Beira Mar - Ebenezer;Serviços;ES;Sim;De acordo;Outro;Assistente de RH;Não;Não;Não;Não;Sim;Não;Sim;Não;Micro ou Micro ou pequena;Não se alterou;Não;;Não;;Não se alterou;;;;;;Não se alterou;;Não se alterou;8;A cliente reclama do serviço que está sendo prestado hoje pelo SESI, onde está deixando a desejar. Estão sendo trocados os funcionários e os que estão não fazem o serviço completo.;Sim
2023;231555;Padaria e Confeitaria Panzzone;Indústria;ES;Sim;De acordo;Outro;Assistente de RH;Não;Não;Não;Não;Sim;Não;Sim;Não;Micro ou pequena;Aumentou;Não;;Não;;Aumentou muito;Não, devido a outros fatores;;;;;Não se alterou;;Não se alterou;9;;Sim
2023;231513;PADARIA EBENEZER;Comércio;ES;Sim;De acordo;Outro;Padeiro;Não;Não;Não;Não;Sim;Não;Sim;Não;Micro ou Micro ou pequena;Não se alterou;Não;;Não;;Não se alterou;;;;;;Não se alterou;;Não se alterou;7;;Sim
2023;231556;Padaria Panzzone;Indústria;ES;Sim;De acordo;Outro;Assistente de RH;Não;Não;Não;Não;Sim;Não;Sim;Não;Micro ou pequena;Aumentou;Não;;Não;;Aumentou muito;Não, devido a outros fatores;;;;;Não se alterou;;Não se alterou;9;;Sim
2023;231515;Palmares do Brasil;Indústria;ES;Sim;De acordo;Outro;Encarregado de DP;Não;Não;Não;Não;Sim;Não;Sim;Não;Média;Reduziu;Não;;Não;;Não se alterou;;;;;;Aumentou;;Aumentou;7;;Sim
2023;231518;PANIFICADORA JULIANE;Comércio;ES;Sim;De acordo;Outro;Sócio Proprietário;Não;Não;Não;Não;Sim;Não;Sim;Não;Micro ou pequena;Aumentou;Sim;Bonificação por não ter faltas com ganho de cesta básica.;Não;;Não se alterou;;;;;;Não se alterou;;Não se alterou;8;Melhorar a marcação dos exames, está muito demorado para marcar e demora muito no atendimento, não é por horário marcado o atendimento.;Sim
2023;231508;POVOACAO ENERGIA S.A.;Indústria;ES;Sim;De acordo;Outro;Técnico de Segurança do Trabalho;Não;Não;Não;Não;Sim;Não;Sim;Não;Micro ou pequena;Reduziu;Não;;Não;;Não se alterou;;;;;;Aumentou;;Não se alterou;10;;Sim
2023;231569;PUBI IND E COM DE CONFECCOES EIRELI EPP;Agropecuária;ES;Sim;De acordo;Outro;Analista Adminstrativo;Não;Não;Não;Não;Sim;Não;Sim;Não;Média;Não se alterou;Não;;Não;;Aumentou;Não, devido a outros fatores;;;;;Não se alterou;;Aumentou;8;;Sim
2023;231509;R S LOCAÇÕES E TRANSPORTES LTDA;Serviços;ES;Sim;De acordo;Outro;Auxiliar Administrativo;Não;Não;Não;Não;Sim;Não;Sim;Não;Micro ou Micro ou pequena;Não se alterou;Não;;Não;;Reduziu;;;;;;Aumentou;;Aumentou;10;;Sim
2023;231520;RECANTO FELIZ - FILIAL 27 ARACRUZ;Serviços;ES;Sim;De acordo;Outro;Coodernador de RH;Não;Não;Não;Não;Sim;Não;Sim;Não;Grande;Não se alterou;Não;;Não;;Não se alterou;;;;;;Não se alterou;;Não se alterou;9;;Sim
2023;231507;Shift Tecnologia da Informação LTDA;Serviços;ES;Sim;De acordo;Outro;Proprietário;Não;Não;Não;Não;Sim;Não;Sim;Não;Micro ou pequena;Não se alterou;Não;;Não;;Reduziu;;;;;;Aumentou;;Aumentou;10;;Sim
2023;231537;SICOOB - VILA VELHA - COBILÂNDIA;Indústria;ES;Sim;De acordo;Outro;Assistente de RH;Não;Não;Não;Não;Sim;Não;Não;Não;Grande;Não se alterou;Não;;Não;;Não se alterou;;;;;;Não se alterou;;;10;;Não
2023;231536;SICOOB - VITÓRIA - SÃO PEDRO;Indústria;ES;Sim;De acordo;Outro;Assistente de RH;Não;Não;Não;Não;Sim;Não;Não;Não;Grande;Não se alterou;Não;;Não;;Não se alterou;;;;;;Não se alterou;;;10;;Não
2023;231535;SICOOB CREDIROCHAS - BARRA DO PIRAI;Indústria;ES;Sim;De acordo;Outro;Assistente de RH;Não;Não;Não;Não;Sim;Não;Não;Não;Grande;Não se alterou;Não;;Não;;Não se alterou;;;;;;Não se alterou;;;10;;Não
2023;231534;SICOOB LESTE CAPIXABA - ILHEUS;Indústria;ES;Sim;De acordo;Outro;Assistente de RH;Não;Não;Não;Não;Sim;Não;Não;Não;Grande;Não se alterou;Não;;Não;;Não se alterou;;;;;;Não se alterou;;;10;;Não
2023;231533;SICOOB SUL - ARARUAMA;Indústria;ES;Sim;De acordo;Outro;Assistente de RH;Não;Não;Não;Não;Sim;Não;Não;Não;Grande;Não se alterou;Não;;Não;;Não se alterou;;;;;;Não se alterou;;;10;;Não
2023;231532;Sicoob Sul - Castelo Contorno;Indústria;ES;Sim;De acordo;Outro;Assistente de RH;Não;Não;Não;Não;Sim;Não;Não;Não;Grande;Não se alterou;Não;;Não;;Não se alterou;;;;;;Não se alterou;;;10;;Não
2023;231531;SICOOB SUL - ITAPERUNA;Indústria;ES;Sim;De acordo;Outro;Assistente de RH;Não;Não;Não;Não;Sim;Não;Não;Não;Grande;Não se alterou;Não;;Não;;Não se alterou;;;;;;Não se alterou;;;10;;Sim
2023;231530;Sicoob Sul - Jerônimo Monteiro;Indústria;ES;Sim;De acordo;Outro;Assistente de RH;Não;Não;Não;Não;Sim;Não;Não;Não;Grande;Não se alterou;Não;;Não;;Não se alterou;;;;;;Não se alterou;;;10;;Sim
2023;231546;Sideral Industria e Comércio LTDA;Serviços;ES;Sim;De acordo;Outro;Auxiliar de RH;Não;Não;Não;Não;Sim;Não;Sim;Não;Micro ou Micro ou pequena;Aumentou;Não;;Não;;Aumentou;Não, devido a outros fatores;;;;;Reduziu muito;;Não se alterou;10;;Sim
2023;231547;SIDERMETAL METALURGICA LTDA;Serviços;ES;Sim;De acordo;Outro;Auxiliar de RH;Não;Não;Não;Não;Sim;Não;Sim;Não;Micro ou Micro ou pequena;Aumentou;Não;;Não;;Aumentou;Não, devido a outros fatores;;;;;Reduziu muito;;Não se alterou;10;;Sim
2023;231551;Stillus Alumínio e Vidros Ltda. ME;Indústria;ES;Sim;De acordo;Outro;Auxiliar de RH;Não;Não;Não;Não;Sim;Não;Sim;Não;Micro ou Micro ou pequena;Aumentou;Sim;Palestras de saúde e medidas internas.;Não;;Aumentou;Não, devido a outros fatores;;;;;Reduziu;;Aumentou;10;;Sim
2023;231552;Stillus Depósito de Esquadrias e Vidros Ltda Me;Indústria;ES;Sim;De acordo;Outro;Assistente de RH;Não;Não;Não;Não;Sim;Não;Sim;Não;Micro ou Micro ou pequena;Aumentou;Sim;Palestras de saúde e medidas internas.;Não;;Aumentou;Não, devido a outros fatores;;;;;Reduziu;;Aumentou;10;;Sim
2023;231519;STOCK - MARMORES E GRANITOS;Indústria;ES;Sim;De acordo;Outro;Proprietário;Não;Não;Não;Não;Sim;Não;Sim;Não;Micro ou Micro ou pequena;Não se alterou;Não;;Não;;Não se alterou;;;;;;Aumentou;;Não se alterou;10;;Sim
2023;231521;SUN BALI BEACH;Indústria;ES;Sim;De acordo;Outro;Sócio Proprietário;Não;Não;Não;Não;Sim;Não;Sim;Não;Micro ou pequena;Reduziu;Não;;Não;;Não se alterou;;;;;;Não se alterou;;Aumentou;9;;Sim
2023;231542;Termelétrica Viana S/A;Serviços;ES;Sim;De acordo;Gerente ou Diretor de área de Saúde e Segurança do Trabalho;;Não;Não;Não;Não;Sim;Não;Não;Não;Média;Não se alterou;Não;;Não;;Não se alterou;;;;;;Aumentou;;;8;O serviço disponibilizado teria que ser aumentado, no momento está dosado. Onde não informam por completo o principal motivo do programa em relação ao absenteísmo desenvolvido no local de trabalho. Havendo falhas nas informações dos programas comprados pela empresa.;Sim
2023;231543;Termelétrica Viana S/A;Serviços;ES;Sim;De acordo;Gerente ou Diretor de área de Saúde e Segurança do Trabalho;;Não;Não;Não;Não;Sim;Não;Não;Não;Média;Não se alterou;Não;;Não;;Não se alterou;;;;;;Aumentou;;;8;;Sim
2023;231522;UOT CONFECÇÕES;Indústria;ES;Sim;De acordo;Gerente ou Diretor de Recursos Humanos;;Não;Não;Não;Não;Sim;Não;Sim;Não;Média;Reduziu;Não;;Não;;Não se alterou;;;;;;Não se alterou;;Não se alterou;9;;Sim
2023;231589;VANINI COMERCIO DE ARTIGOS DO VESTUARIO LTDA;Comércio;ES;Sim;De acordo;Outro;Assistente de RH;Não;Não;Não;Não;Sim;Não;Sim;Não;Micro ou pequena;Aumentou;Não;;Não;;Não se alterou;;;;;;Aumentou;;Aumentou;9;;Sim
2023;231582;VENAGRO SAO DOMINGOS;Comércio;ES;Sim;De acordo;Outro;Assistente de RH;Não;Não;Não;Não;Sim;Não;Sim;Não;Micro ou pequena;Não se alterou;Não;;Não;;Não se alterou;;;;;;Reduziu;;Aumentou;9;;Sim
2023;231583;VENAGRO SGP;Comércio;ES;Sim;De acordo;Outro;Assistente de RH;Não;Não;Não;Não;Sim;Não;Sim;Não;Micro ou Micro ou pequena;Não se alterou;Não;;Não;;Não se alterou;;;;;;Reduziu;;Aumentou;9;;Sim
